id,name,createdAt,expiresAt,rateType,rateTimestamp,status,totalCostHistorical,totalCostEstimated,currency,exportCreatedAt,item/serviceCode,item/usageType,item/operation,item/location,item/usageId,item/usageAccountId,item/accountName,item/group,item/quantity/unit,item/quantity/amount,item/costSummary/cost,item/costSummary/currency,item/costSummary/status,item/historicalUsage
6de4b2b3-8c54-4bf4-944c-76e7d2372dcc,Amazon,"January 7, 2026 at 21:50 (UTC+5:30)","February 7, 2027 at 21:50 (UTC+5:30)",BEFORE_DISCOUNTS,"January 7, 2026 at 21:50 (UTC+5:30)",VALID,0,3959.52,USD,"January 7, 2026 at 21:58 (UTC+5:30)",AmazonEC2,APS2-DedicatedUsage:z1d.12xlarge,RunInstances,ap-southeast-2,20ec0dd2-f9f1-4f8a-83c7-e05d1b0a5aa9,801822494838,,price,Hrs,730,3959.52,USD,new,
